,Dates,URL,News,Price Direction Up,Price Direction Constant,Price Direction Down,Asset Comparision,Past Information,Future Information,Price Sentiment,Topic,Macro_Group,Probabilities,Dominant_Macro_Group,Macro_Group_Label
326,17-08-2011,http://www.marketwatch.com/story/gold-futures-climb-9-edge-back-up-toward-1800-2011-08-17,"gold futures climb $9, edge back up toward $1,800",1,0,0,0,1,0,positive,27,2,"[-27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, 1.000088900581841e-12, -27.631021115928547, -27.631021115928547]",17,Gold Price Fluctuations and Influences
327,17-02-2011,https://economictimes.indiatimes.com/markets/commodities/gold-demand-in-india-rose-by-66-to-963-tonnes-in-2010-wgc/articleshow/7516741.cms,gold demand in india rose by 66% to 963 tonnes in 2010: wgc,0,0,0,0,1,0,none,15,7,"[-27.631021115928547, 1.000088900581841e-12, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547]",1,**Gold Price Fluctuations & Fed Influence**
328,28-10-2011,https://www.moneycontrol.com/news/business/markets/-1981949.html,MCX GOLDGUINEA Nov contract down marginally,0,0,1,0,1,0,negative,4,7,"[-3.197197771253371, -3.738551519091067, -3.193308886167784, -3.52706935804576, -3.4722140344289216, -3.875845927057282, -3.0291840353409487, -1.8398163061123676, -4.655214916804633, -4.599529120319284, -4.709675187565758, -2.874239439044079, -5.019892964440427, -4.4654551944227325, -3.967665291159363, -4.595817737425776, -4.296365728970002, -3.9231026191566474, -5.121935860157674, -5.343107582275579]",7,**Gold Price Fluctuations & Fed Influence**
329,15-01-2004,http://www.marketwatch.com/story/mining-indexes-end-at-mid-november-level-gold-sinks-3-2004-01-15,mining indexes slump on gold slide,0,0,1,0,1,0,negative,18,3,"[-2.434534745037921, -3.6624879994972233, -2.566593257761177, -3.3606573972681426, -3.6819274491579588, -3.868986132846927, -3.26797586050726, -4.35071888688125, -4.470867683366203, -1.1424904480060645, -3.8941217888575883, -2.804353404899587, -5.604841635799495, -4.284325616496214, -3.418441385866851, -3.969436123105539, -5.712738164263717, -3.0817368089060446, -6.100326456721064, -5.869860797419626]",9,Fluctuations and Trends in Gold Prices
330,06-09-2016,http://www.marketwatch.com/story/gold-gains-as-dollar-dips-amid-fed-interest-rate-uncertainty-2016-09-06,Gold ends near 3-week high as dollar sinks,1,0,0,1,1,0,positive,2,5,"[-2.600425875182537, -3.806031474847537, -2.982038540789128, -2.5324958644210716, -3.8857909141583695, -2.8685245239842994, -3.2369548824405694, -4.493764520876176, -3.3766157112064046, -4.064125308787258, -3.774157277659691, -2.1705324188000117, -5.4577210486907735, -4.610730720247089, -1.8545893666149038, -3.803191934341062, -5.307269729884917, -3.3275993228150798, -5.749171736420892, -5.549508762392853]",14,Gold Price Fluctuations and Market Factors
331,26-06-2018,https://www.metalsdaily.com/link/280700/gold-and-silver-edge-lower-while-stocks-tumble.htm,gold and silver edge lower while stocks tumble,0,0,1,1,1,0,negative,0,5,"[-2.1157328213576028, -3.2313113421436186, -1.1668839715444865, -3.0160617435457726, -3.7256454325504316, -3.4338411209541695, -3.1164554000301306, -4.234932486464004, -4.061914187225569, -3.4162477709919705, -3.939689928985057, -2.364514420469013, -5.465707969772925, -3.9384707402360117, -3.083414217022297, -3.5726523152380727, -5.367520621417459, -2.9296944846560513, -5.772681100356349, -5.606282392345817]",2,Gold Price Fluctuations and Market Factors
332,01-12-2017,https://www.metalsdaily.com/link/274478/gold-prices-rip-higher-following-rpts-former-trump-nat-sec-advisor-cooperating-with-special-prosecutor.htm,gold prices rip higher following rpts former trump nat. sec. advisor cooperating with special prosecutor,1,0,0,0,1,0,positive,1,5,"[-1.9365209776979158, -3.3340188097726458, -2.877030121764196, -3.1280627980827114, -4.006529153271422, -3.7229957664138063, -3.533473148580504, -4.5360125290821856, -4.6048877721172445, -3.924302172321658, -4.409010016769096, -2.7752148270101578, -5.650538995142353, -4.105959219467027, -3.4896038382826973, -4.064360881079323, -5.482208387360314, -1.8440185448908755, -6.10299369079785, -5.86273906395819]",17,Gold Price Fluctuations and Market Factors
333,12-10-2016,http://www.marketwatch.com/story/dec-gold-trades-at-125540oz-up-from-125380-settlement-2016-10-12,"Dec. gold trades at $1,255.40/oz, up from $1,253.80 settlement",1,0,0,0,1,0,positive,37,9,"[-27.631021115928547, -27.631021115928547, -27.631021115928547, 1.000088900581841e-12, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547]",3,Gold Price Fluctuations and Trading
334,28-10-2011,http://www.marketwatch.com/story/gold-futures-give-up-europe-deal-gains-2011-10-28,gold futures give up europe-deal gains,1,0,0,0,1,0,positive,38,12,"[-27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, 1.000088900581841e-12, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547]",7,Gold Market Price Fluctuations and News
335,22-08-2016,http://www.marketwatch.com/story/going-for-gold-olympic-triumphs-literally-losing-value-at-rio-games-2016-08-08,Going for gold: Olympic triumphs literally losing value at Rio Games,0,0,0,0,1,0,none,0,5,"[-2.514111061010104, -2.8383911350317907, -0.7734726604452766, -3.212128129155086, -3.8927823938076034, -3.470419324258, -3.2464835813062796, -4.293106939243044, -4.387033823651064, -3.868008343059932, -4.397798864247087, -2.5333344556517643, -5.5317982259320955, -3.6518240038465763, -3.517497661966538, -4.092077759925198, -5.300227721917457, -3.164508639118461, -5.802979974168128, -5.732011804431272]",2,Gold Price Fluctuations and Market Factors
336,12-03-2018,https://www.metalsdaily.com/link/277595/why-investors-are-quietly-turning-bearish-on-gold-prices.htm,why investors are quietly turning bearish on gold prices,0,0,0,0,1,0,none,0,5,"[-27.631021115928547, -27.631021115928547, 1.000088900581841e-12, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547]",2,Gold Price Fluctuations and Market Factors
337,19-10-2016,http://www.marketwatch.com/story/gold-futures-log-highest-finish-since-oct-3-2016-10-19,Gold futures log highest finish since Oct. 3,1,0,0,0,1,0,positive,42,12,"[-27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, 1.000088900581841e-12, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547]",8,Gold Market Price Fluctuations and News
338,14-02-2017,http://www.marketwatch.com/story/gold-holds-early-gains-after-ppi-report-2017-02-14,Gold holds early gains after PPI report,1,0,0,0,1,0,positive,14,4,"[-0.3541508002648767, -4.529695485682035, -3.5730535900404976, -3.81637789646844, -4.503930555124506, -4.635951782940024, -4.088039241575415, -5.055608710056052, -5.217763883214825, -4.7576294420280565, -4.908321541522801, -2.3494310500844473, -6.132531173622106, -5.246115973265063, -4.104999623528694, -3.8153902973989813, -6.085576327407329, -3.9231001730604516, -6.632195717902477, -6.382682603253553]",0,Gold Price Fluctuations and Data
339,09-04-2018,https://www.moneycontrol.com/news/business/rbi-followed-due-process-in-notifying-8020-gold-scheme-says-former-deputy-guv-hr-khan-2545571.html,"rbi followed due process in notifying 80:20 gold scheme, says former deputy guv hr khan",0,0,0,0,1,0,none,-1,-1,"[-3.387532278074133, -1.4805702403465615, -3.379008884405593, -3.9617875141285332, -4.386903528413452, -2.3186024258790296, -3.77729324215435, -4.7310307728967365, -5.262797306499313, -4.763491429620101, -5.210161705463974, -3.3259892347952875, -6.014368210470981, -3.73437140533301, -4.414951549209669, -5.0087975994282665, -5.781169511235703, -3.8367262722896758, -6.312848587701331, -6.197459628547042]",1,"Gold Market: Trends, Fluctuations, and Outlook"
340,05-01-2013,https://www.thehindubusinessline.com/markets/gold/Gold-silver-rebound-on-aggressive-buying/article20562203.ece,"Gold, silver rebound on aggressive buying",1,0,0,1,1,0,positive,0,5,"[-2.166349912297214, -2.8214223468772794, -1.3894077631932746, -2.8296654714723983, -3.5205521948268594, -3.193188082496023, -2.8357274850341323, -3.9413318919773532, -3.960464806171107, -3.4334582324292957, -3.956787144257469, -2.1301611962649973, -5.191724483673507, -3.50537346853298, -3.0853424149718647, -3.645241191754762, -5.027172095049351, -2.873057548784733, -5.436145452256313, -5.345980336470767]",2,Gold Price Fluctuations and Market Factors
341,19-10-2015,http://www.marketwatch.com/story/dec-gold-loses-1030-or-09-to-settle-at-117280oz-on-comex-2015-10-19,"dec. gold loses $10.30, or 0.9%, to settle at $1,172.80/oz on comex",0,0,1,0,1,0,negative,10,8,"[-8.09742415288578, -8.839059193042758, -8.120288004526165, -8.141897237873243, -8.47039250362441, -8.649838791731504, -7.44074149710856, -8.986345292848835, -9.072351600901046, -9.440476560471762, -9.337805218354736, -7.55436671235415, -9.8476949473551, -9.564922732371537, -8.558434468859456, -9.366735169566066, -9.590408939185656, -8.76496576142836, -8.497437564778574, -9.715708681870899]",6,Gold Price Fluctuations & Fed Influence
342,05-09-2017,http://www.marketwatch.com/story/thisand-not-north-koreais-why-scared-investors-are-buying-gold-2017-09-05-17103011,This-and not North Korea-is why scared investors are buying gold,1,0,0,0,0,1,positive,-1,-1,"[-3.3399877267877116, -4.35363970396241, -3.987006486164225, -4.297232797917213, -5.200630120949148, -4.698918999659688, -4.712477487833611, -5.759765732603935, -5.652774252284546, -5.139995619639356, -5.570028630568086, -3.8679229472297525, -6.9007017215942685, -5.148094213055057, -4.585986053594019, -5.277847642472403, -6.652922942122269, -3.2453375787635452, -7.289555891492558, -7.060069114668593]",17,"Gold Market: Trends, Fluctuations, and Outlook"
343,02-02-2015,https://www.moneycontrol.com/news/business/markets/gold-prices-rise-for-second-dayjewellers-buying-1287999.html,gold prices rise for second day on jewellers' buying,1,0,0,0,1,0,positive,0,5,"[-2.1582206341840613, -2.64623764548607, -1.332241944981828, -2.9156250841417544, -3.591573707458212, -3.131869434607964, -2.940451896626157, -4.015784166426221, -4.118439855692969, -3.5034649076759257, -4.07589128254022, -2.2763403342741455, -5.256737130712992, -3.277294084397661, -3.184059872160092, -3.8233092220326257, -5.075385218789444, -2.70949825138198, -5.542605439531152, -5.406844762282974]",2,Gold Price Fluctuations and Market Factors
344,03-01-2005,http://www.marketwatch.com/story/feb-gold-down-770-at-43070oz-in-ny-2005-01-03,feb gold down $7.70 at $430.70/oz in ny,0,0,1,0,1,0,negative,-1,-1,"[-2.7553854837413363, -3.4191024435955004, -2.7914046876621814, -2.985036338613705, -3.1252206234447835, -3.4376745442083623, -2.2754061523278133, -3.439578456336974, -4.11234941144734, -4.018416408288396, -4.058685254135337, -2.316395766894186, -4.517251030339731, -4.041452232648904, -3.4053742855987608, -4.106782593314182, -4.749422510852625, -3.393849449203877, -4.467322601206733, -4.548908262325617]",6,"Gold Market: Trends, Fluctuations, and Outlook"
345,23-10-2018,https://www.moneycontrol.com/news/business/commodities/gold-nudges-up-as-asian-shares-edge-lower-3073471.html,Gold nudges up as Asian shares edge lower,1,0,0,0,1,0,positive,1,5,"[-27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, 1.000088900581841e-12, -27.631021115928547, -27.631021115928547]",17,Gold Price Fluctuations and Market Factors
346,17-07-2008,http://www.marketwatch.com/story/gold-futures-fall-tracking-tumble-in-oil-prices-2008-07-17,"gold futures fall, tracking tumble in oil prices",0,0,1,1,1,0,negative,-1,-1,"[-2.63863587304426, -4.309235012987123, -3.012092631503967, -3.772212767387223, -4.343674234240188, -4.3784404361544595, -3.989482470435399, -5.082317751879898, -4.900385315047115, -3.660115367972933, -4.359579400243538, -3.222399699265973, -6.357096044816566, -4.987242190126135, -3.7161902176834616, -4.047140437963201, -6.410253634538141, -3.5318476689701024, -6.8308132507723585, -6.584881102961477]",0,"Gold Market: Trends, Fluctuations, and Outlook"
347,06-12-2004,http://www.marketwatch.com/story/gold-prices-close-lower-on-dollar-strength-2004-12-06,gold prices dull on dollar strength,0,0,1,1,1,0,negative,-1,-1,"[-1.894761766554585, -4.223132409654988, -3.3757840351833304, -3.4284682030243183, -4.499610612368379, -4.298190330974618, -4.079582165313728, -5.122595045597301, -4.893555305750447, -4.288983978572099, -4.564129413807308, -2.9356883279581982, -6.238510664538589, -4.956243640049446, -3.5138390221014735, -3.9899270948260805, -6.186771928284354, -3.4049494249054697, -6.708462552936001, -6.42113771425668]",0,"Gold Market: Trends, Fluctuations, and Outlook"
348,16-09-2011,https://www.moneycontrol.com/news/business/markets/-2108747.html,"gold falls 2% on central banks' action, euro hopes",0,0,1,0,1,0,negative,1,5,"[-27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, 1.000088900581841e-12, -27.631021115928547, -27.631021115928547]",17,Gold Price Fluctuations and Market Factors
349,06-11-2008,https://economictimes.indiatimes.com/articleshow/3678913.cms,gold sparkles again,1,0,0,0,1,0,positive,0,5,"[-2.389219326313933, -2.8516196649339114, -1.0682219379417432, -2.9712208661359836, -3.7678921396786973, -3.2922378111601427, -3.0848390225211606, -4.191843793531602, -4.074382075874166, -3.735577421579474, -4.156756802899172, -2.202658254710304, -5.431695047268577, -3.6603722064236726, -3.230422475096292, -3.8510276079462065, -5.184860875395547, -3.0596060910540235, -5.6383963564149795, -5.594004495655421]",2,Gold Price Fluctuations and Market Factors
350,21-08-2015,http://www.marketwatch.com/story/gold-climbs-to-six-and-a-half-week-high-2015-08-21,gold scores biggest weekly gain since january,1,0,0,0,1,0,positive,6,3,"[-3.364665941787004, -4.324471880357443, -3.495887113622595, -3.365384165204034, -4.297018669797216, -3.264397195814097, -3.4331580443383714, -4.8459916805380185, -2.201164981984706, -4.656684595188398, -4.359596154072646, -1.9148342977266317, -5.821238528037673, -5.111151789150227, -3.324589700695634, -4.378694327120541, -5.663023301023392, -4.008606537512931, -5.961249010844224, -5.938222519908444]",11,Fluctuations and Trends in Gold Prices
